extraction_id,processing_id,expedition_id,target_species,extraction_date,extraction_method,solvent_system,target_compounds,extraction_temperature,extraction_time_hours,sample_volume_ml,final_yield_mg,purity_percentage,bioactivity_retained,compound_class,molecular_weight_estimated,stability_assessment,storage_buffer,extraction_efficiency,chromatography_required,purification_steps,extraction_cost_usd,analyst,analytical_method,extraction_notes
EXP-0013-PROC-1-EXT-3,EXP-0013-PROC-1,EXP-0013,Bugula neritina,2024-07-04,Supercritical CO2,Methanol/Water,"Bryostatin 1, Bryostatin 2",57.0,26.8,88.5,362.71,64.3,82.2,Macrolide,1795.0,Unstable,HEPES Buffer,33.1,True,3,1930.55,Penny Martinez,NMR,Various grow radio hundred place where before.
EXP-0013-PROC-2-EXT-1,EXP-0013-PROC-2,EXP-0013,Bugula neritina,2024-07-01,Steam Distillation,Methanol/Water,"Bryostatin 1, Bryostatin 2",24.6,18.7,94.5,149.21,89.5,81.8,Macrolide,451.0,Moderate,Tris Buffer,30.7,True,3,1179.66,Tonya Miller,GC-MS,Set face data never whose produce federal.
EXP-0013-PROC-2-EXT-2,EXP-0013-PROC-2,EXP-0013,Bugula neritina,2024-07-07,Solvent Extraction,Chloroform/Methanol,"Bryostatin 1, Bryostatin 2",31.1,25.4,54.5,220.39,93.4,85.2,Macrolide,1114.0,Unstable,HEPES Buffer,39.0,True,1,1968.93,Brian Barker,GC-MS,Be plan same cause cover rest or.
EXP-0013-PROC-2-EXT-3,EXP-0013-PROC-2,EXP-0013,Bugula neritina,2024-06-30,Chromatographic Separation,Aqueous Buffer,"Bryostatin 1, Bryostatin 2",54.4,43.3,44.4,211.15,89.8,75.9,Macrolide,1676.0,Stable,Saline,72.2,True,3,954.15,Arthur Fernandez MD,LC-MS/MS,Who speech whom administration fund front return.
EXP-0014-PROC-1-EXT-1,EXP-0014-PROC-1,EXP-0014,Phyllobates terribilis,2025-04-05,Chromatographic Separation,Chloroform/Methanol,"Batrachotoxin, Homobatrachotoxin",61.2,37.4,35.5,298.07,97.8,83.1,Alkaloid,1857.0,Moderate,HEPES Buffer,52.4,True,1,298.52,Daniel Valdez,NMR,Learn question them chance often under already.
EXP-0014-PROC-1-EXT-2,EXP-0014-PROC-1,EXP-0014,Phyllobates terribilis,2025-03-26,Chromatographic Separation,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",20.7,1.0,91.9,421.96,88.2,75.0,Alkaloid,417.0,Stable,HEPES Buffer,34.4,True,3,1503.25,Matthew Ruiz,HPLC-MS,Animal red candidate common anyone film soldier lay.
EXP-0014-PROC-2-EXT-1,EXP-0014-PROC-2,EXP-0014,Phyllobates terribilis,2025-03-12,Steam Distillation,Chloroform/Methanol,"Batrachotoxin, Homobatrachotoxin",13.1,37.4,38.1,187.47,83.6,91.6,Alkaloid,399.0,Unstable,Saline,32.3,True,5,1989.79,Kevin Meyers,NMR,Box organization past as.
EXP-0014-PROC-3-EXT-1,EXP-0014-PROC-3,EXP-0014,Phyllobates terribilis,2025-03-23,Chromatographic Separation,Chloroform/Methanol,"Batrachotoxin, Homobatrachotoxin",18.4,3.8,42.2,401.22,73.0,83.3,Alkaloid,1416.0,Stable,Saline,63.1,True,1,1750.6,George Huff,GC-MS,Food wish office case student soldier.
EXP-0014-PROC-4-EXT-1,EXP-0014-PROC-4,EXP-0014,Phyllobates terribilis,2025-03-24,Steam Distillation,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",63.1,33.7,98.9,241.67,97.5,92.6,Alkaloid,647.0,Unstable,PBS pH 7.4,65.0,True,4,1985.84,Leslie Rogers,GC-MS,Event serious collection have.
EXP-0014-PROC-4-EXT-2,EXP-0014-PROC-4,EXP-0014,Phyllobates terribilis,2025-03-26,Supercritical CO2,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",57.7,25.5,5.7,201.8,68.9,94.6,Alkaloid,807.0,Unstable,Tris Buffer,83.8,True,5,201.08,David Perkins,NMR,Beyond suggest partner sing.
EXP-0014-PROC-4-EXT-3,EXP-0014-PROC-4,EXP-0014,Phyllobates terribilis,2025-03-18,Supercritical CO2,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",21.8,5.8,22.8,277.82,71.1,82.5,Alkaloid,878.0,Stable,Tris Buffer,86.9,True,3,1829.54,John Smith,GC-MS,Unit religious order exist.
EXP-0015-PROC-1-EXT-1,EXP-0015-PROC-1,EXP-0015,Phyllobates terribilis,2023-09-18,Solvent Extraction,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",12.1,68.7,10.7,148.9,71.3,79.6,Alkaloid,496.0,Moderate,Saline,80.9,True,3,420.5,Rebecca Alvarez,GC-MS,Deal policy mission include.
EXP-0015-PROC-1-EXT-2,EXP-0015-PROC-1,EXP-0015,Phyllobates terribilis,2023-09-16,Solvent Extraction,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",9.4,65.6,23.1,410.64,80.7,72.3,Alkaloid,1920.0,Moderate,HEPES Buffer,46.1,True,4,1747.36,Lisa Johnson,GC-MS,Response partner because step.
EXP-0015-PROC-2-EXT-1,EXP-0015-PROC-2,EXP-0015,Phyllobates terribilis,2023-08-16,Supercritical CO2,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",5.0,37.3,78.1,467.4,94.5,94.6,Alkaloid,1799.0,Stable,PBS pH 7.4,42.9,False,2,711.53,Jason Grant,NMR,Brother morning believe gun seven.
EXP-0015-PROC-2-EXT-2,EXP-0015-PROC-2,EXP-0015,Phyllobates terribilis,2023-08-20,Chromatographic Separation,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",33.9,39.7,20.2,345.65,66.4,79.3,Alkaloid,1106.0,Stable,HEPES Buffer,81.8,True,3,1531.04,Colleen Townsend,NMR,Everybody create someone rate why.
EXP-0015-PROC-2-EXT-3,EXP-0015-PROC-2,EXP-0015,Phyllobates terribilis,2023-08-15,Steam Distillation,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",45.6,7.2,40.8,206.82,61.5,78.2,Alkaloid,1920.0,Moderate,Tris Buffer,92.0,True,1,834.19,Christopher Santiago,LC-MS/MS,Approach hair decide.
EXP-0015-PROC-3-EXT-1,EXP-0015-PROC-3,EXP-0015,Phyllobates terribilis,2023-08-26,Supercritical CO2,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",33.8,68.3,18.4,381.78,64.1,99.4,Alkaloid,887.0,Stable,PBS pH 7.4,80.4,True,3,816.66,Luis Wu,GC-MS,Analysis science understand compare size machine break.
EXP-0016-PROC-1-EXT-1,EXP-0016-PROC-1,EXP-0016,Halichondria okadai,2025-05-13,Steam Distillation,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",15.1,67.6,92.2,443.75,83.8,94.2,Macrolide,324.0,Moderate,Tris Buffer,51.8,True,2,764.67,Mikayla Watkins,GC-MS,Industry section together discover body direction.
EXP-0016-PROC-1-EXT-2,EXP-0016-PROC-1,EXP-0016,Halichondria okadai,2025-05-20,Supercritical CO2,Methanol/Water,"Halichondrin B, Norhalichondrin A",15.3,43.3,82.4,191.12,65.0,75.9,Macrolide,627.0,Moderate,Tris Buffer,49.5,True,2,1357.03,Jason Gonzalez,LC-MS/MS,Available one approach job democratic.
EXP-0016-PROC-1-EXT-3,EXP-0016-PROC-1,EXP-0016,Halichondria okadai,2025-05-24,Chromatographic Separation,Methanol/Water,"Halichondrin B, Norhalichondrin A",31.6,59.5,24.4,234.57,90.4,75.4,Macrolide,398.0,Moderate,HEPES Buffer,87.4,True,5,817.27,Cassandra Brooks,GC-MS,Rest place wish dark camera realize arrive.
EXP-0016-PROC-2-EXT-1,EXP-0016-PROC-2,EXP-0016,Halichondria okadai,2025-05-24,Supercritical CO2,Methanol/Water,"Halichondrin B, Norhalichondrin A",56.4,23.4,10.3,304.95,69.2,81.6,Macrolide,345.0,Moderate,PBS pH 7.4,39.6,True,3,736.36,Samuel Ellis,NMR,Set detail far church.
EXP-0016-PROC-2-EXT-2,EXP-0016-PROC-2,EXP-0016,Halichondria okadai,2025-05-23,Chromatographic Separation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",4.5,35.4,16.7,153.91,95.2,74.9,Macrolide,1938.0,Stable,Saline,43.4,False,5,1534.82,Tiffany Whitehead,HPLC-MS,Wife talk beat tax majority yet option.
EXP-0017-PROC-1-EXT-1,EXP-0017-PROC-1,EXP-0017,Conus geographus,2023-08-18,Solvent Extraction,Aqueous Buffer,"ω-conotoxin GVIA, Ziconotide",46.1,39.0,23.6,83.2,94.8,79.8,Conotoxin,870.0,Moderate,Saline,79.4,False,5,809.88,Diana Blair,GC-MS,Easy its develop until watch.
EXP-0018-PROC-1-EXT-1,EXP-0018-PROC-1,EXP-0018,Phyllobates terribilis,2023-08-14,Supercritical CO2,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",49.4,63.5,9.7,128.61,77.7,76.8,Alkaloid,1539.0,Unstable,Saline,89.7,False,5,962.79,Stephanie Butler,HPLC-MS,Always likely shoulder.
EXP-0018-PROC-2-EXT-1,EXP-0018-PROC-2,EXP-0018,Phyllobates terribilis,2023-08-08,Supercritical CO2,Chloroform/Methanol,"Batrachotoxin, Homobatrachotoxin",37.8,35.7,38.4,454.78,81.6,92.9,Alkaloid,1661.0,Stable,Tris Buffer,52.2,False,2,980.65,Joseph Mendoza,GC-MS,Laugh drive next actually.
EXP-0018-PROC-3-EXT-1,EXP-0018-PROC-3,EXP-0018,Phyllobates terribilis,2023-07-30,Steam Distillation,Chloroform/Methanol,"Batrachotoxin, Homobatrachotoxin",64.3,67.8,64.2,370.84,90.6,95.4,Alkaloid,911.0,Unstable,PBS pH 7.4,33.3,True,3,923.38,Tiffany Anderson,LC-MS/MS,Dream your administration protect class.
EXP-0018-PROC-3-EXT-2,EXP-0018-PROC-3,EXP-0018,Phyllobates terribilis,2023-08-06,Steam Distillation,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",60.9,26.3,65.3,93.29,88.5,86.4,Alkaloid,567.0,Moderate,HEPES Buffer,49.0,True,5,1547.5,Kelly Silva,HPLC-MS,Less catch reflect continue the phone region.
EXP-0018-PROC-3-EXT-3,EXP-0018-PROC-3,EXP-0018,Phyllobates terribilis,2023-08-04,Supercritical CO2,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",77.5,51.8,95.9,213.61,78.1,96.9,Alkaloid,1145.0,Moderate,Tris Buffer,76.0,True,5,653.91,Mark Cruz,GC-MS,Most fast send recently partner offer.
EXP-0018-PROC-4-EXT-1,EXP-0018-PROC-4,EXP-0018,Phyllobates terribilis,2023-08-02,Solvent Extraction,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",19.7,1.1,8.7,488.64,69.2,89.9,Alkaloid,1710.0,Moderate,PBS pH 7.4,65.8,True,5,475.66,Michael Oliver,GC-MS,Save area war push thousand book.
EXP-0018-PROC-4-EXT-2,EXP-0018-PROC-4,EXP-0018,Phyllobates terribilis,2023-08-12,Supercritical CO2,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",59.6,55.7,97.7,286.82,73.0,89.5,Alkaloid,323.0,Moderate,PBS pH 7.4,88.3,True,4,414.89,Manuel Diaz,GC-MS,Possible relate night similar.
EXP-0018-PROC-4-EXT-3,EXP-0018-PROC-4,EXP-0018,Phyllobates terribilis,2023-08-12,Steam Distillation,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",49.4,28.9,50.0,427.29,72.9,96.1,Alkaloid,359.0,Stable,Tris Buffer,80.5,False,4,1725.59,George Fernandez,GC-MS,Say sell that reflect send set fly.
EXP-0019-PROC-1-EXT-1,EXP-0019-PROC-1,EXP-0019,Phyllobates terribilis,2025-07-23,Solvent Extraction,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",16.6,51.2,55.9,317.7,67.5,76.4,Alkaloid,275.0,Stable,Saline,50.9,True,4,1207.54,Kathy Henderson,NMR,As generation main.
EXP-0019-PROC-1-EXT-2,EXP-0019-PROC-1,EXP-0019,Phyllobates terribilis,2025-07-29,Supercritical CO2,Chloroform/Methanol,"Batrachotoxin, Homobatrachotoxin",37.1,68.7,73.3,465.09,80.0,77.8,Alkaloid,295.0,Unstable,Tris Buffer,77.2,True,3,418.35,Barbara Mckinney,GC-MS,Tonight later happy pull really within third.
EXP-0019-PROC-2-EXT-1,EXP-0019-PROC-2,EXP-0019,Phyllobates terribilis,2025-08-03,Steam Distillation,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",46.9,43.6,20.8,189.93,83.5,99.1,Alkaloid,1510.0,Stable,Tris Buffer,90.0,True,3,1571.98,Stephen Miller,HPLC-MS,Today eye what body every recent.
EXP-0019-PROC-2-EXT-2,EXP-0019-PROC-2,EXP-0019,Phyllobates terribilis,2025-07-26,Supercritical CO2,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",54.7,45.3,62.2,244.94,80.1,80.0,Alkaloid,1135.0,Moderate,PBS pH 7.4,42.8,True,3,1649.31,Shaun Meyer DDS,NMR,Indicate radio use listen information.
EXP-0019-PROC-2-EXT-3,EXP-0019-PROC-2,EXP-0019,Phyllobates terribilis,2025-07-24,Supercritical CO2,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",37.2,47.7,46.6,138.45,81.2,80.4,Alkaloid,1879.0,Stable,PBS pH 7.4,90.0,True,3,1104.27,Alison Lopez,NMR,The discussion water.
EXP-0019-PROC-3-EXT-1,EXP-0019-PROC-3,EXP-0019,Phyllobates terribilis,2025-07-26,Supercritical CO2,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",6.8,34.7,37.0,460.28,60.5,86.6,Alkaloid,1533.0,Stable,HEPES Buffer,61.5,False,5,353.73,Jennifer Cooper,GC-MS,Main program morning nature leader note.
EXP-0019-PROC-3-EXT-2,EXP-0019-PROC-3,EXP-0019,Phyllobates terribilis,2025-07-23,Supercritical CO2,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",50.7,17.8,50.9,214.63,62.8,73.2,Alkaloid,1707.0,Unstable,Saline,45.6,True,4,550.92,Elizabeth Mccormick,GC-MS,Machine wife show another good.
EXP-0019-PROC-3-EXT-3,EXP-0019-PROC-3,EXP-0019,Phyllobates terribilis,2025-07-27,Solvent Extraction,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",8.7,42.0,16.3,18.33,62.0,95.0,Alkaloid,412.0,Moderate,Saline,32.9,False,5,988.22,Christopher Glass,NMR,Expect win stuff realize project child draw.
EXP-0019-PROC-4-EXT-1,EXP-0019-PROC-4,EXP-0019,Phyllobates terribilis,2025-08-09,Steam Distillation,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",36.1,3.8,47.7,288.85,81.7,80.0,Alkaloid,768.0,Unstable,PBS pH 7.4,36.9,True,3,860.24,Eugene Martinez,NMR,Hard day religious program within.
EXP-0020-PROC-1-EXT-1,EXP-0020-PROC-1,EXP-0020,Halichondria okadai,2023-09-28,Chromatographic Separation,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",77.4,69.9,87.2,300.44,86.6,78.6,Macrolide,1335.0,Stable,PBS pH 7.4,59.6,False,1,1067.63,Jerry Cantrell,NMR,Feeling turn identify material certainly leader floor.
EXP-0020-PROC-1-EXT-2,EXP-0020-PROC-1,EXP-0020,Halichondria okadai,2023-09-17,Steam Distillation,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",28.2,66.6,10.3,242.87,94.7,88.3,Macrolide,1184.0,Moderate,Saline,46.2,True,3,817.9,Oscar Cantrell,HPLC-MS,Positive far time wide senior yes.
EXP-0020-PROC-1-EXT-3,EXP-0020-PROC-1,EXP-0020,Halichondria okadai,2023-09-21,Solvent Extraction,Ethanol/Water,"Halichondrin B, Norhalichondrin A",43.1,8.1,6.5,481.85,74.3,88.1,Macrolide,343.0,Unstable,HEPES Buffer,74.4,True,5,1878.62,Rebecca Chandler,GC-MS,Full both look always question bring.
EXP-0020-PROC-2-EXT-1,EXP-0020-PROC-2,EXP-0020,Halichondria okadai,2023-09-21,Chromatographic Separation,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",48.2,55.4,43.6,439.93,84.6,97.0,Macrolide,1322.0,Moderate,PBS pH 7.4,38.5,True,2,757.45,Luke Robinson,HPLC-MS,Begin area political on develop very.
EXP-0021-PROC-1-EXT-1,EXP-0021-PROC-1,EXP-0021,Conus geographus,2024-07-28,Steam Distillation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",61.8,49.0,33.6,92.1,88.7,84.2,Conotoxin,606.0,Stable,Tris Buffer,70.1,False,2,272.6,Alexander Ryan,NMR,Quality whatever wish hour make owner memory.
EXP-0021-PROC-1-EXT-2,EXP-0021-PROC-1,EXP-0021,Conus geographus,2024-07-31,Solvent Extraction,Methanol/Water,"ω-conotoxin GVIA, Ziconotide",15.2,70.9,24.9,65.26,67.7,93.1,Conotoxin,966.0,Stable,PBS pH 7.4,66.8,True,2,237.82,Melvin Sanders,GC-MS,Hard health expect goal within them.
EXP-0021-PROC-2-EXT-1,EXP-0021-PROC-2,EXP-0021,Conus geographus,2024-07-27,Chromatographic Separation,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",66.1,63.9,13.2,269.23,94.7,81.6,Conotoxin,1693.0,Stable,Tris Buffer,38.7,True,3,1883.71,Nicholas Wallace,GC-MS,Sound eye south wife interest to.
EXP-0021-PROC-2-EXT-2,EXP-0021-PROC-2,EXP-0021,Conus geographus,2024-07-21,Chromatographic Separation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",55.4,26.8,94.1,137.86,72.6,91.0,Conotoxin,1578.0,Moderate,HEPES Buffer,90.4,False,5,568.64,Kevin Miller,NMR,Field write moment friend value.
EXP-0022-PROC-1-EXT-1,EXP-0022-PROC-1,EXP-0022,Phyllobates terribilis,2024-06-30,Steam Distillation,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",8.8,28.5,31.9,152.31,97.4,89.3,Alkaloid,1492.0,Moderate,PBS pH 7.4,93.5,False,3,878.96,Jaime Smith,GC-MS,Increase new report sense carry.
EXP-0022-PROC-1-EXT-2,EXP-0022-PROC-1,EXP-0022,Phyllobates terribilis,2024-07-01,Solvent Extraction,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",70.1,13.8,95.0,109.46,72.4,92.7,Alkaloid,909.0,Unstable,HEPES Buffer,69.5,True,1,1000.23,James Spencer,NMR,State few one.
EXP-0022-PROC-1-EXT-3,EXP-0022-PROC-1,EXP-0022,Phyllobates terribilis,2024-06-25,Supercritical CO2,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",8.4,22.3,50.1,84.09,73.5,82.0,Alkaloid,303.0,Moderate,Saline,67.9,True,2,1791.82,Patrick Walker DDS,NMR,Enjoy what strong line.
EXP-0022-PROC-2-EXT-1,EXP-0022-PROC-2,EXP-0022,Phyllobates terribilis,2024-07-13,Supercritical CO2,Methanol/Water,"Batrachotoxin, Homobatrachotoxin",54.5,30.8,71.6,205.42,79.2,70.2,Alkaloid,1445.0,Stable,PBS pH 7.4,73.0,True,2,269.12,Stephanie Butler,HPLC-MS,Trade population agreement share manage wife out.
EXP-0023-PROC-1-EXT-1,EXP-0023-PROC-1,EXP-0023,Salinispora tropica,2023-08-02,Chromatographic Separation,Ethanol/Water,Salinosporamide A,36.0,36.6,91.4,358.66,82.1,93.9,β-lactone,1756.0,Stable,Saline,59.7,False,2,1055.2,John Graham,NMR,Physical live reason build mention.
EXP-0023-PROC-1-EXT-2,EXP-0023-PROC-1,EXP-0023,Salinispora tropica,2023-08-05,Chromatographic Separation,Methanol/Water,Salinosporamide A,57.0,6.9,87.0,240.33,62.6,86.5,β-lactone,951.0,Stable,Tris Buffer,87.1,False,5,567.19,Sarah Martin,LC-MS/MS,Certainly leave really group.
EXP-0023-PROC-2-EXT-1,EXP-0023-PROC-2,EXP-0023,Salinispora tropica,2023-08-09,Chromatographic Separation,Aqueous Buffer,Salinosporamide A,8.2,70.0,53.7,145.51,77.8,95.7,β-lactone,749.0,Unstable,HEPES Buffer,42.5,True,2,432.33,Isaac Fields,NMR,Any factor police baby create physical.
EXP-0023-PROC-2-EXT-2,EXP-0023-PROC-2,EXP-0023,Salinispora tropica,2023-08-12,Steam Distillation,Chloroform/Methanol,Salinosporamide A,39.8,17.2,20.8,166.43,95.7,80.3,β-lactone,1979.0,Stable,HEPES Buffer,61.5,False,5,522.5,Linda Jackson,NMR,Their step rate feeling rate read.
EXP-0023-PROC-2-EXT-3,EXP-0023-PROC-2,EXP-0023,Salinispora tropica,2023-08-07,Supercritical CO2,Chloroform/Methanol,Salinosporamide A,57.9,70.8,9.8,48.44,87.4,78.5,β-lactone,532.0,Unstable,HEPES Buffer,32.6,True,2,239.32,Kevin Morrow,GC-MS,Carry example single.
EXP-0024-PROC-1-EXT-1,EXP-0024-PROC-1,EXP-0024,Conus geographus,2026-03-05,Supercritical CO2,Aqueous Buffer,"ω-conotoxin GVIA, Ziconotide",39.5,44.0,45.7,13.65,89.8,70.3,Conotoxin,1571.0,Moderate,HEPES Buffer,88.1,True,4,979.11,Thomas Martin,GC-MS,Choice determine could today party.
EXP-0024-PROC-1-EXT-2,EXP-0024-PROC-1,EXP-0024,Conus geographus,2026-03-02,Steam Distillation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",33.6,64.0,89.9,167.97,83.4,97.8,Conotoxin,1932.0,Moderate,PBS pH 7.4,63.1,True,5,1015.08,Kelly Patel,NMR,Reduce sort individual trouble bring capital admit.
EXP-0024-PROC-2-EXT-1,EXP-0024-PROC-2,EXP-0024,Conus geographus,2026-03-02,Steam Distillation,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",14.9,42.2,31.8,139.58,75.4,100.0,Conotoxin,299.0,Stable,HEPES Buffer,67.6,False,1,348.63,Michael Taylor,GC-MS,Threat our shake garden report agreement.
EXP-0024-PROC-2-EXT-2,EXP-0024-PROC-2,EXP-0024,Conus geographus,2026-02-28,Solvent Extraction,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",42.8,19.4,35.1,43.57,71.5,99.0,Conotoxin,1900.0,Stable,Saline,51.8,True,3,1227.54,Courtney Vincent,NMR,Read film decide wonder.
EXP-0024-PROC-3-EXT-1,EXP-0024-PROC-3,EXP-0024,Conus geographus,2026-02-18,Steam Distillation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",65.6,68.3,13.7,80.81,96.5,86.1,Conotoxin,226.0,Unstable,Tris Buffer,46.7,True,1,1009.9,Phillip Rodriguez,LC-MS/MS,Simple serious amount.
EXP-0025-PROC-1-EXT-1,EXP-0025-PROC-1,EXP-0025,Bothrops jararaca,2023-07-02,Supercritical CO2,Ethanol/Water,Bradykinin-potentiating peptides,79.7,21.4,56.1,266.71,75.4,75.1,Peptide,1959.0,Moderate,PBS pH 7.4,85.5,False,1,1097.0,Ricky Palmer,NMR,Light training analysis feeling.
EXP-0026-PROC-1-EXT-1,EXP-0026-PROC-1,EXP-0026,Bugula neritina,2025-08-04,Chromatographic Separation,Methanol/Water,"Bryostatin 1, Bryostatin 2",45.3,50.3,53.9,495.14,83.2,81.1,Macrolide,1590.0,Moderate,Tris Buffer,41.1,True,1,892.13,Brent Martinez,LC-MS/MS,Day top continue goal before suffer walk we.
EXP-0026-PROC-1-EXT-2,EXP-0026-PROC-1,EXP-0026,Bugula neritina,2025-07-30,Chromatographic Separation,Aqueous Buffer,"Bryostatin 1, Bryostatin 2",63.4,35.4,80.4,288.29,73.0,94.3,Macrolide,629.0,Stable,Tris Buffer,44.6,True,3,1108.11,Christopher Mason,GC-MS,Drop now between official add describe course example.
EXP-0027-PROC-1-EXT-1,EXP-0027-PROC-1,EXP-0027,Halichondria okadai,2024-02-25,Solvent Extraction,Methanol/Water,"Halichondrin B, Norhalichondrin A",53.3,37.3,47.3,483.49,81.7,95.9,Macrolide,451.0,Stable,Tris Buffer,67.0,True,5,1762.36,Kimberly Beltran,HPLC-MS,Under turn surface listen.
EXP-0027-PROC-1-EXT-2,EXP-0027-PROC-1,EXP-0027,Halichondria okadai,2024-02-17,Chromatographic Separation,Ethanol/Water,"Halichondrin B, Norhalichondrin A",32.3,7.6,48.5,197.3,92.9,77.3,Macrolide,1940.0,Moderate,PBS pH 7.4,92.3,False,4,645.74,Cathy Nunez,NMR,Congress great here Democrat.
EXP-0027-PROC-2-EXT-1,EXP-0027-PROC-2,EXP-0027,Halichondria okadai,2024-03-12,Steam Distillation,Methanol/Water,"Halichondrin B, Norhalichondrin A",77.5,32.5,35.5,263.09,86.1,78.2,Macrolide,1526.0,Stable,PBS pH 7.4,33.4,False,3,288.73,Brian Rollins,HPLC-MS,Letter mind many guess.
EXP-0027-PROC-3-EXT-1,EXP-0027-PROC-3,EXP-0027,Halichondria okadai,2024-03-07,Chromatographic Separation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",28.0,35.9,35.5,96.21,71.8,99.2,Macrolide,940.0,Stable,Tris Buffer,58.9,True,5,1237.78,Nathan Miller,NMR,Break exist outside find wish know network.
EXP-0027-PROC-3-EXT-2,EXP-0027-PROC-3,EXP-0027,Halichondria okadai,2024-03-07,Supercritical CO2,Methanol/Water,"Halichondrin B, Norhalichondrin A",55.8,51.8,62.7,44.38,85.7,71.9,Macrolide,1273.0,Unstable,HEPES Buffer,78.1,True,2,579.75,Scott Lopez,NMR,Thus sort voice happen.
EXP-0028-PROC-1-EXT-1,EXP-0028-PROC-1,EXP-0028,Halichondria okadai,2024-02-24,Supercritical CO2,Methanol/Water,"Halichondrin B, Norhalichondrin A",68.1,33.7,25.7,66.98,96.2,72.2,Macrolide,558.0,Unstable,HEPES Buffer,52.6,True,3,1316.42,Michael Powers,LC-MS/MS,Just probably be century husband opportunity.
EXP-0028-PROC-1-EXT-2,EXP-0028-PROC-1,EXP-0028,Halichondria okadai,2024-02-22,Chromatographic Separation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",26.0,18.0,25.3,205.63,86.8,76.5,Macrolide,860.0,Moderate,HEPES Buffer,55.4,True,1,1957.62,Timothy Levine,NMR,Hair current customer such.
EXP-0028-PROC-1-EXT-3,EXP-0028-PROC-1,EXP-0028,Halichondria okadai,2024-03-01,Solvent Extraction,Ethanol/Water,"Halichondrin B, Norhalichondrin A",22.4,5.8,35.1,133.47,79.2,93.3,Macrolide,1745.0,Unstable,Tris Buffer,84.9,False,4,847.42,David Coleman,GC-MS,Everything require old event smile popular hundred.
EXP-0028-PROC-2-EXT-1,EXP-0028-PROC-2,EXP-0028,Halichondria okadai,2024-03-04,Steam Distillation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",8.6,50.8,5.9,204.65,72.5,90.8,Macrolide,1579.0,Moderate,Tris Buffer,49.8,True,4,1660.93,Larry Sullivan,GC-MS,Memory challenge lawyer business majority discuss wall.
EXP-0028-PROC-3-EXT-1,EXP-0028-PROC-3,EXP-0028,Halichondria okadai,2024-02-28,Solvent Extraction,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",59.3,50.2,98.8,112.66,85.2,88.3,Macrolide,1847.0,Stable,HEPES Buffer,40.2,True,2,1553.24,Oscar Greer,HPLC-MS,Question will him quickly check perform benefit.
EXP-0028-PROC-3-EXT-2,EXP-0028-PROC-3,EXP-0028,Halichondria okadai,2024-03-05,Solvent Extraction,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",40.1,24.7,60.0,444.51,81.6,89.0,Macrolide,1134.0,Moderate,HEPES Buffer,33.3,True,2,619.15,Paul Saunders,NMR,Dark product make energy gas teacher national.
