occurrence_id,species_key,scientific_name,common_name,decimal_latitude,decimal_longitude,country,collection_date,depth_m,habitat,threat_level,basis_of_record,data_quality
OCC-001-0081,CREATURE-001,Conus geographus,Cone Snail,-59.293817,122.778860,Yemen,2022-04-19,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0082,CREATURE-001,Conus geographus,Cone Snail,-21.2151065,18.049088,Chad,2024-03-27,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0083,CREATURE-001,Conus geographus,Cone Snail,-59.2553175,-92.078903,Georgia,2021-09-30,0,Tropical Waters,High,Literature,High
OCC-001-0084,CREATURE-001,Conus geographus,Cone Snail,-83.107002,-12.519229,Morocco,2024-08-05,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0085,CREATURE-001,Conus geographus,Cone Snail,10.7456945,32.952228,Western Sahara,2024-10-13,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0086,CREATURE-001,Conus geographus,Cone Snail,-69.599852,137.880118,Portugal,2025-05-12,0,Tropical Waters,High,Literature,High
OCC-001-0087,CREATURE-001,Conus geographus,Cone Snail,-24.810615,-125.292155,Qatar,2025-01-26,0,Tropical Waters,High,Literature,Medium
OCC-001-0088,CREATURE-001,Conus geographus,Cone Snail,71.171765,-115.009059,South Africa,2026-02-16,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0089,CREATURE-001,Conus geographus,Cone Snail,-78.9755885,6.403601,Martinique,2023-05-08,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0090,CREATURE-001,Conus geographus,Cone Snail,9.4743635,-142.979135,Madagascar,2024-06-12,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0091,CREATURE-001,Conus geographus,Cone Snail,-86.6037155,45.517319,Swaziland,2023-08-29,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0092,CREATURE-001,Conus geographus,Cone Snail,26.373051,14.448221,North Macedonia,2025-08-31,0,Tropical Waters,High,Observation,High
OCC-001-0093,CREATURE-001,Conus geographus,Cone Snail,33.410341,-97.863503,Jordan,2022-02-01,0,Tropical Waters,High,Observation,High
OCC-001-0094,CREATURE-001,Conus geographus,Cone Snail,50.055325,169.211667,Faroe Islands,2024-04-15,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0095,CREATURE-001,Conus geographus,Cone Snail,54.4646895,79.575747,Lao People's Democratic Republic,2023-05-21,0,Tropical Waters,High,Observation,Medium
OCC-001-0096,CREATURE-001,Conus geographus,Cone Snail,69.0411945,-35.906242,Gibraltar,2025-06-20,0,Tropical Waters,High,Observation,Medium
OCC-001-0097,CREATURE-001,Conus geographus,Cone Snail,-66.736606,-30.251539,Turkmenistan,2023-06-18,0,Tropical Waters,High,Preserved Specimen,High
OCC-001-0098,CREATURE-001,Conus geographus,Cone Snail,34.744229,125.935698,New Zealand,2024-07-19,0,Tropical Waters,High,Observation,Medium
OCC-001-0099,CREATURE-001,Conus geographus,Cone Snail,0.300781,-164.591808,Lithuania,2025-06-18,0,Tropical Waters,High,Literature,High
OCC-002-0000,CREATURE-002,Bothrops jararaca,Pit Viper,-41.187736,81.751379,Croatia,2022-12-25,0,Tropical Forest,Extreme,Observation,High
OCC-002-0001,CREATURE-002,Bothrops jararaca,Pit Viper,-20.6490525,2.718024,Fiji,2025-08-11,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0002,CREATURE-002,Bothrops jararaca,Pit Viper,-15.839719,118.388036,Algeria,2023-10-16,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0003,CREATURE-002,Bothrops jararaca,Pit Viper,-38.713681,-134.036892,Dominican Republic,2024-10-22,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0004,CREATURE-002,Bothrops jararaca,Pit Viper,41.1516175,118.057956,Senegal,2022-05-30,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0005,CREATURE-002,Bothrops jararaca,Pit Viper,37.8002705,166.766476,Rwanda,2023-08-30,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0006,CREATURE-002,Bothrops jararaca,Pit Viper,-85.371297,-130.042363,French Polynesia,2022-04-25,0,Tropical Forest,Extreme,Literature,High
OCC-002-0007,CREATURE-002,Bothrops jararaca,Pit Viper,-24.688268,-15.606889,Panama,2024-02-12,0,Tropical Forest,Extreme,Preserved Specimen,Low
OCC-002-0008,CREATURE-002,Bothrops jararaca,Pit Viper,37.039895,117.143528,Marshall Islands,2022-12-05,0,Tropical Forest,Extreme,Literature,High
OCC-002-0009,CREATURE-002,Bothrops jararaca,Pit Viper,57.7437805,-2.407773,Guinea,2024-09-21,0,Tropical Forest,Extreme,Observation,High
OCC-002-0010,CREATURE-002,Bothrops jararaca,Pit Viper,-17.276426,-15.383036,El Salvador,2022-05-12,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0011,CREATURE-002,Bothrops jararaca,Pit Viper,-38.303548,-10.591488,British Indian Ocean Territory (Chagos Archipelago),2024-12-03,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0012,CREATURE-002,Bothrops jararaca,Pit Viper,-40.2992165,-77.167223,Cuba,2024-11-25,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0013,CREATURE-002,Bothrops jararaca,Pit Viper,-15.7776965,136.532058,Senegal,2023-10-31,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0014,CREATURE-002,Bothrops jararaca,Pit Viper,-14.0331155,-126.030457,Syrian Arab Republic,2022-03-06,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0015,CREATURE-002,Bothrops jararaca,Pit Viper,-28.9354525,13.746548,Christmas Island,2022-09-20,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0016,CREATURE-002,Bothrops jararaca,Pit Viper,53.380797,-112.041291,Falkland Islands (Malvinas),2021-06-08,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0017,CREATURE-002,Bothrops jararaca,Pit Viper,-75.363284,117.082332,French Guiana,2024-09-11,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0018,CREATURE-002,Bothrops jararaca,Pit Viper,-56.102108,162.453662,Trinidad and Tobago,2024-12-21,0,Tropical Forest,Extreme,Observation,High
OCC-002-0019,CREATURE-002,Bothrops jararaca,Pit Viper,-62.4618395,-173.415064,Montserrat,2022-08-18,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0020,CREATURE-002,Bothrops jararaca,Pit Viper,38.5038665,56.474887,Guam,2022-02-16,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0021,CREATURE-002,Bothrops jararaca,Pit Viper,-76.2086665,-44.451700,Wallis and Futuna,2025-07-08,0,Tropical Forest,Extreme,Observation,High
OCC-002-0022,CREATURE-002,Bothrops jararaca,Pit Viper,-59.3749675,-144.919012,Iran,2023-09-01,0,Tropical Forest,Extreme,Preserved Specimen,Low
OCC-002-0023,CREATURE-002,Bothrops jararaca,Pit Viper,64.892936,157.931089,Poland,2021-06-22,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0024,CREATURE-002,Bothrops jararaca,Pit Viper,-49.9500795,122.172204,Yemen,2022-09-23,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0025,CREATURE-002,Bothrops jararaca,Pit Viper,-23.376748,-116.406802,Moldova,2025-01-11,0,Tropical Forest,Extreme,Literature,Medium
OCC-002-0026,CREATURE-002,Bothrops jararaca,Pit Viper,72.7571545,140.043163,Somalia,2024-04-19,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0027,CREATURE-002,Bothrops jararaca,Pit Viper,50.2769965,24.213899,Korea,2025-10-01,0,Tropical Forest,Extreme,Observation,High
OCC-002-0028,CREATURE-002,Bothrops jararaca,Pit Viper,-10.1798775,135.962025,Japan,2022-09-25,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0029,CREATURE-002,Bothrops jararaca,Pit Viper,76.7057525,-147.664102,New Zealand,2026-01-04,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0030,CREATURE-002,Bothrops jararaca,Pit Viper,-63.362192,-68.444719,Niue,2022-04-06,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0031,CREATURE-002,Bothrops jararaca,Pit Viper,87.282329,-136.412810,Cayman Islands,2022-05-29,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0032,CREATURE-002,Bothrops jararaca,Pit Viper,58.174290,-139.699853,Cayman Islands,2021-03-21,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0033,CREATURE-002,Bothrops jararaca,Pit Viper,30.9311665,138.799956,Latvia,2022-08-31,0,Tropical Forest,Extreme,Observation,High
OCC-002-0034,CREATURE-002,Bothrops jararaca,Pit Viper,-27.863572,-25.324868,Romania,2022-08-15,0,Tropical Forest,Extreme,Literature,High
OCC-002-0035,CREATURE-002,Bothrops jararaca,Pit Viper,31.878106,-141.785658,Poland,2022-05-17,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0036,CREATURE-002,Bothrops jararaca,Pit Viper,-18.984159,155.575461,Namibia,2024-07-06,0,Tropical Forest,Extreme,Preserved Specimen,Low
OCC-002-0037,CREATURE-002,Bothrops jararaca,Pit Viper,-36.898309,48.244747,Brazil,2023-12-06,0,Tropical Forest,Extreme,Preserved Specimen,Low
OCC-002-0038,CREATURE-002,Bothrops jararaca,Pit Viper,83.848122,-100.011928,United States of America,2022-07-15,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0039,CREATURE-002,Bothrops jararaca,Pit Viper,-51.8187375,-141.662135,Bahamas,2022-01-14,0,Tropical Forest,Extreme,Preserved Specimen,Low
OCC-002-0040,CREATURE-002,Bothrops jararaca,Pit Viper,-7.426084,139.461833,San Marino,2025-04-30,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0041,CREATURE-002,Bothrops jararaca,Pit Viper,-12.5266845,55.768714,British Virgin Islands,2023-07-21,0,Tropical Forest,Extreme,Literature,High
OCC-002-0042,CREATURE-002,Bothrops jararaca,Pit Viper,-8.371144,36.095115,Western Sahara,2022-07-27,0,Tropical Forest,Extreme,Observation,High
OCC-002-0043,CREATURE-002,Bothrops jararaca,Pit Viper,54.9501975,85.104289,Kazakhstan,2021-08-10,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0044,CREATURE-002,Bothrops jararaca,Pit Viper,-79.2999525,51.943623,Saint Pierre and Miquelon,2022-10-26,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0045,CREATURE-002,Bothrops jararaca,Pit Viper,-22.7923775,-166.113890,Bermuda,2022-05-09,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0046,CREATURE-002,Bothrops jararaca,Pit Viper,64.4038345,135.209223,Zambia,2021-04-23,0,Tropical Forest,Extreme,Literature,Medium
OCC-002-0047,CREATURE-002,Bothrops jararaca,Pit Viper,-17.6536855,129.370245,Armenia,2025-01-09,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0048,CREATURE-002,Bothrops jararaca,Pit Viper,-42.9725965,72.598205,Maldives,2024-06-19,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0049,CREATURE-002,Bothrops jararaca,Pit Viper,-15.3329125,-82.563759,Myanmar,2023-05-22,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0050,CREATURE-002,Bothrops jararaca,Pit Viper,41.9966395,-131.014607,Latvia,2022-12-12,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0051,CREATURE-002,Bothrops jararaca,Pit Viper,-0.5282085,-7.633161,Paraguay,2021-09-24,0,Tropical Forest,Extreme,Literature,Low
OCC-002-0052,CREATURE-002,Bothrops jararaca,Pit Viper,-46.828907,-2.938005,Isle of Man,2024-09-04,0,Tropical Forest,Extreme,Observation,High
OCC-002-0053,CREATURE-002,Bothrops jararaca,Pit Viper,-12.6321245,175.721827,Western Sahara,2023-03-18,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0054,CREATURE-002,Bothrops jararaca,Pit Viper,57.665435,-160.298377,Korea,2021-08-24,0,Tropical Forest,Extreme,Observation,High
OCC-002-0055,CREATURE-002,Bothrops jararaca,Pit Viper,-22.247200,-6.443708,Brazil,2026-01-22,0,Tropical Forest,Extreme,Literature,Medium
OCC-002-0056,CREATURE-002,Bothrops jararaca,Pit Viper,18.4949155,96.271759,Sweden,2026-02-24,0,Tropical Forest,Extreme,Literature,Medium
OCC-002-0057,CREATURE-002,Bothrops jararaca,Pit Viper,86.5393645,111.302717,Kyrgyz Republic,2023-04-11,0,Tropical Forest,Extreme,Observation,High
OCC-002-0058,CREATURE-002,Bothrops jararaca,Pit Viper,-39.646195,98.335031,Guyana,2024-04-27,0,Tropical Forest,Extreme,Literature,Medium
OCC-002-0059,CREATURE-002,Bothrops jararaca,Pit Viper,43.813222,155.763762,Kenya,2025-01-03,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0060,CREATURE-002,Bothrops jararaca,Pit Viper,-35.357751,-36.625273,Mexico,2021-11-11,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0061,CREATURE-002,Bothrops jararaca,Pit Viper,-12.6827645,55.211784,Turkmenistan,2024-09-12,0,Tropical Forest,Extreme,Literature,High
OCC-002-0062,CREATURE-002,Bothrops jararaca,Pit Viper,-57.404933,-164.500838,Norfolk Island,2024-04-02,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0063,CREATURE-002,Bothrops jararaca,Pit Viper,-25.7640765,-94.971370,Georgia,2023-12-18,0,Tropical Forest,Extreme,Literature,Medium
OCC-002-0064,CREATURE-002,Bothrops jararaca,Pit Viper,58.243859,39.038335,Bermuda,2022-05-01,0,Tropical Forest,Extreme,Observation,High
OCC-002-0065,CREATURE-002,Bothrops jararaca,Pit Viper,-59.5430125,67.737949,Yemen,2021-10-17,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0066,CREATURE-002,Bothrops jararaca,Pit Viper,-48.6686915,87.563311,Venezuela,2024-10-16,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0067,CREATURE-002,Bothrops jararaca,Pit Viper,46.599291,-33.206128,Israel,2025-05-20,0,Tropical Forest,Extreme,Observation,Low
OCC-002-0068,CREATURE-002,Bothrops jararaca,Pit Viper,36.7605325,-49.147968,Korea,2023-12-19,0,Tropical Forest,Extreme,Literature,High
OCC-002-0069,CREATURE-002,Bothrops jararaca,Pit Viper,12.9680875,-77.666838,Uruguay,2024-03-16,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0070,CREATURE-002,Bothrops jararaca,Pit Viper,-53.356321,-142.520998,Falkland Islands (Malvinas),2025-01-26,0,Tropical Forest,Extreme,Observation,High
OCC-002-0071,CREATURE-002,Bothrops jararaca,Pit Viper,21.385258,2.469129,Vietnam,2025-02-23,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0072,CREATURE-002,Bothrops jararaca,Pit Viper,-18.2813855,-178.622787,Finland,2024-11-02,0,Tropical Forest,Extreme,Literature,High
OCC-002-0073,CREATURE-002,Bothrops jararaca,Pit Viper,67.5548945,131.343993,Palestinian Territory,2023-08-28,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0074,CREATURE-002,Bothrops jararaca,Pit Viper,-50.111722,59.738307,Mauritania,2023-08-18,0,Tropical Forest,Extreme,Observation,High
OCC-002-0075,CREATURE-002,Bothrops jararaca,Pit Viper,-0.7613295,116.308407,Serbia,2023-12-04,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0076,CREATURE-002,Bothrops jararaca,Pit Viper,32.230639,-7.247101,Trinidad and Tobago,2022-02-24,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0077,CREATURE-002,Bothrops jararaca,Pit Viper,-25.896125,126.981523,Hungary,2022-05-17,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0078,CREATURE-002,Bothrops jararaca,Pit Viper,20.266601,-156.567035,Ghana,2024-12-06,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0079,CREATURE-002,Bothrops jararaca,Pit Viper,12.335957,27.274450,Panama,2025-03-03,0,Tropical Forest,Extreme,Observation,High
OCC-002-0080,CREATURE-002,Bothrops jararaca,Pit Viper,85.0250175,-98.339079,Lithuania,2026-01-12,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0081,CREATURE-002,Bothrops jararaca,Pit Viper,-56.1110255,89.665507,Nauru,2022-11-13,0,Tropical Forest,Extreme,Observation,High
OCC-002-0082,CREATURE-002,Bothrops jararaca,Pit Viper,-63.058584,56.387597,Bolivia,2023-11-02,0,Tropical Forest,Extreme,Observation,High
OCC-002-0083,CREATURE-002,Bothrops jararaca,Pit Viper,32.655697,-171.760321,Saint Helena,2021-12-05,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0084,CREATURE-002,Bothrops jararaca,Pit Viper,85.7665225,-97.127951,Belarus,2023-07-22,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0085,CREATURE-002,Bothrops jararaca,Pit Viper,-18.858489,1.763678,Nigeria,2024-09-02,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0086,CREATURE-002,Bothrops jararaca,Pit Viper,84.439199,-136.881042,Timor-Leste,2022-11-07,0,Tropical Forest,Extreme,Literature,High
OCC-002-0087,CREATURE-002,Bothrops jararaca,Pit Viper,53.243149,24.015990,Zimbabwe,2022-10-16,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0088,CREATURE-002,Bothrops jararaca,Pit Viper,40.982404,110.455761,Argentina,2024-04-18,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0089,CREATURE-002,Bothrops jararaca,Pit Viper,-26.9793425,158.851990,Poland,2025-10-24,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0090,CREATURE-002,Bothrops jararaca,Pit Viper,-28.934617,-131.477965,Jordan,2026-02-06,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0091,CREATURE-002,Bothrops jararaca,Pit Viper,80.1203865,-126.040587,Kenya,2022-01-14,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0092,CREATURE-002,Bothrops jararaca,Pit Viper,-9.612688,-164.459061,Aruba,2022-10-30,0,Tropical Forest,Extreme,Preserved Specimen,Low
OCC-002-0093,CREATURE-002,Bothrops jararaca,Pit Viper,-74.935610,-22.499373,Guinea-Bissau,2023-01-30,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0094,CREATURE-002,Bothrops jararaca,Pit Viper,-50.923906,-48.897501,Marshall Islands,2023-04-08,0,Tropical Forest,Extreme,Observation,High
OCC-002-0095,CREATURE-002,Bothrops jararaca,Pit Viper,-41.666347,-88.740724,China,2021-08-08,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0096,CREATURE-002,Bothrops jararaca,Pit Viper,12.6884535,152.704469,Pitcairn Islands,2022-05-30,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0097,CREATURE-002,Bothrops jararaca,Pit Viper,66.540051,-103.164258,Djibouti,2023-07-07,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0098,CREATURE-002,Bothrops jararaca,Pit Viper,-21.823477,66.730032,Equatorial Guinea,2024-07-17,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0099,CREATURE-002,Bothrops jararaca,Pit Viper,34.890469,-25.578927,Philippines,2023-12-10,0,Tropical Forest,Extreme,Observation,High
OCC-002-0100,CREATURE-002,Bothrops jararaca,Pit Viper,-70.172847,57.151870,Western Sahara,2022-12-08,0,Tropical Forest,Extreme,Observation,High
OCC-002-0101,CREATURE-002,Bothrops jararaca,Pit Viper,67.725078,-19.392787,Northern Mariana Islands,2026-01-07,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0102,CREATURE-002,Bothrops jararaca,Pit Viper,-22.864769,65.261856,Tanzania,2022-09-19,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0103,CREATURE-002,Bothrops jararaca,Pit Viper,13.265306,79.420352,Botswana,2022-05-24,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0104,CREATURE-002,Bothrops jararaca,Pit Viper,63.5243295,12.714730,Morocco,2022-09-08,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0105,CREATURE-002,Bothrops jararaca,Pit Viper,-10.749597,-168.221269,Switzerland,2024-07-01,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0106,CREATURE-002,Bothrops jararaca,Pit Viper,-16.319733,-175.652438,Mongolia,2025-07-14,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0107,CREATURE-002,Bothrops jararaca,Pit Viper,-76.834786,145.562007,Samoa,2023-09-10,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0108,CREATURE-002,Bothrops jararaca,Pit Viper,-13.1753425,-56.456129,New Caledonia,2025-03-21,0,Tropical Forest,Extreme,Observation,High
OCC-002-0109,CREATURE-002,Bothrops jararaca,Pit Viper,-31.211418,161.781620,Comoros,2024-04-24,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0110,CREATURE-002,Bothrops jararaca,Pit Viper,86.947696,-106.567208,Niue,2021-09-10,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0111,CREATURE-002,Bothrops jararaca,Pit Viper,78.4320035,167.001474,Armenia,2022-10-02,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0112,CREATURE-002,Bothrops jararaca,Pit Viper,28.3325755,-162.087555,Mozambique,2023-01-12,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0113,CREATURE-002,Bothrops jararaca,Pit Viper,-54.7244115,-131.610014,United States of America,2022-09-07,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0114,CREATURE-002,Bothrops jararaca,Pit Viper,21.535762,-85.703954,Cook Islands,2021-11-13,0,Tropical Forest,Extreme,Observation,High
OCC-002-0115,CREATURE-002,Bothrops jararaca,Pit Viper,54.7961665,16.418266,Marshall Islands,2023-09-19,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-002-0116,CREATURE-002,Bothrops jararaca,Pit Viper,-16.8439965,-91.660885,Equatorial Guinea,2025-10-11,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0117,CREATURE-002,Bothrops jararaca,Pit Viper,39.3450415,-21.547142,San Marino,2025-07-24,0,Tropical Forest,Extreme,Observation,Medium
OCC-002-0118,CREATURE-002,Bothrops jararaca,Pit Viper,-59.084367,71.433496,Belarus,2021-11-29,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0119,CREATURE-002,Bothrops jararaca,Pit Viper,-29.437018,33.358670,Tanzania,2025-03-25,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0120,CREATURE-002,Bothrops jararaca,Pit Viper,8.1869935,-131.519015,Somalia,2023-03-07,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0121,CREATURE-002,Bothrops jararaca,Pit Viper,-19.009941,108.070067,British Virgin Islands,2023-06-25,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0122,CREATURE-002,Bothrops jararaca,Pit Viper,-19.6265825,133.833311,Hong Kong,2025-04-27,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0123,CREATURE-002,Bothrops jararaca,Pit Viper,9.716696,-121.832130,Peru,2022-05-18,0,Tropical Forest,Extreme,Preserved Specimen,High
OCC-002-0124,CREATURE-002,Bothrops jararaca,Pit Viper,-83.2824975,152.616688,Turks and Caicos Islands,2025-12-04,0,Tropical Forest,Extreme,Preserved Specimen,Medium
OCC-003-0000,CREATURE-003,Phyllobates terribilis,Poison Frog,-1.9514855,147.535387,Cyprus,2024-06-12,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0001,CREATURE-003,Phyllobates terribilis,Poison Frog,80.5649415,69.251732,United States of America,2024-09-17,0,Rainforest,Extreme,Preserved Specimen,Medium
OCC-003-0002,CREATURE-003,Phyllobates terribilis,Poison Frog,84.2788875,39.202171,Brazil,2021-11-27,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0003,CREATURE-003,Phyllobates terribilis,Poison Frog,-80.0109455,-16.595512,Lithuania,2021-10-15,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0004,CREATURE-003,Phyllobates terribilis,Poison Frog,-26.9713475,108.593136,Burkina Faso,2023-02-25,0,Rainforest,Extreme,Observation,High
OCC-003-0005,CREATURE-003,Phyllobates terribilis,Poison Frog,9.5926455,179.964544,Zambia,2024-12-03,0,Rainforest,Extreme,Preserved Specimen,Low
OCC-003-0006,CREATURE-003,Phyllobates terribilis,Poison Frog,55.0068185,45.016962,Namibia,2024-12-02,0,Rainforest,Extreme,Observation,High
OCC-003-0007,CREATURE-003,Phyllobates terribilis,Poison Frog,-48.5205755,42.739435,Palau,2021-09-13,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0008,CREATURE-003,Phyllobates terribilis,Poison Frog,41.3580945,150.525766,Ireland,2025-11-26,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0009,CREATURE-003,Phyllobates terribilis,Poison Frog,-14.9078265,-162.435578,Portugal,2023-01-22,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0010,CREATURE-003,Phyllobates terribilis,Poison Frog,29.0197405,58.744268,Zambia,2022-05-22,0,Rainforest,Extreme,Preserved Specimen,Medium
OCC-003-0011,CREATURE-003,Phyllobates terribilis,Poison Frog,7.3577935,-126.659393,Poland,2023-01-17,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0012,CREATURE-003,Phyllobates terribilis,Poison Frog,83.094378,12.561555,Bahamas,2023-03-14,0,Rainforest,Extreme,Preserved Specimen,Low
OCC-003-0013,CREATURE-003,Phyllobates terribilis,Poison Frog,-39.0486535,-114.416001,Yemen,2025-06-13,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0014,CREATURE-003,Phyllobates terribilis,Poison Frog,32.0622655,-130.783207,Panama,2022-04-08,0,Rainforest,Extreme,Literature,Medium
OCC-003-0015,CREATURE-003,Phyllobates terribilis,Poison Frog,81.6625725,140.590295,Angola,2021-06-17,0,Rainforest,Extreme,Observation,High
OCC-003-0016,CREATURE-003,Phyllobates terribilis,Poison Frog,-0.474318,-49.234948,Brunei Darussalam,2025-02-21,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0017,CREATURE-003,Phyllobates terribilis,Poison Frog,-34.915548,-143.165206,Switzerland,2025-01-12,0,Rainforest,Extreme,Literature,High
OCC-003-0018,CREATURE-003,Phyllobates terribilis,Poison Frog,-34.391617,134.812023,Cuba,2025-04-10,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0019,CREATURE-003,Phyllobates terribilis,Poison Frog,-27.4548935,-3.605936,Singapore,2021-12-11,0,Rainforest,Extreme,Observation,High
OCC-003-0020,CREATURE-003,Phyllobates terribilis,Poison Frog,69.9826025,-178.477676,Falkland Islands (Malvinas),2025-07-02,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0021,CREATURE-003,Phyllobates terribilis,Poison Frog,-51.1606165,-110.211006,Mauritius,2022-06-17,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0022,CREATURE-003,Phyllobates terribilis,Poison Frog,-43.158786,-120.983743,Panama,2025-07-17,0,Rainforest,Extreme,Preserved Specimen,High
OCC-003-0023,CREATURE-003,Phyllobates terribilis,Poison Frog,-54.619340,-172.021924,Guinea-Bissau,2025-02-27,0,Rainforest,Extreme,Preserved Specimen,High
